chromosome	start	end	cn	cn1	cn2
10	134121985	134157457	3	3	0
10	134157957	134179009	1	1	0
10	134180300	134238554	0	0	0
10	134239054	134421556	0	0	0
10	134422056	135122074	0	0	0
10	135122881	135126695	1	1	0
10	135127195	135163815	2	2	0
10	135164826	135170873	1	1	0
10	135172042	135182777	0	0	0
10	135183409	135232454	1	1	0
10	135232954	135370271	0	0	0
10	135370274	135419576	0	0	0
10	135419576	135524247	0	0	0
11	60500	127075	0	0	0
11	127575	200090	1	1	0
11	200101	236943	3	3	0
11	236967	246793	0	0	0
11	247293	293930	0	0	0
11	294027	299611	1	1	0
11	300111	315311	2	2	0
11	315811	348659	2	2	0
11	348659	369301	0	0	0
11	369801	804559	0	0	0
11	805785	841889	1	1	0
11	844043	903869	0	0	0
11	904636	969613	1	1	0
11	970113	1784509	0	0	0
11	1786126	1886566	1	1	0
11	1887662	1907551	0	0	0
11	1908051	1953163	0	0	0
11	1953663	2251533	0	0	0
11	2251533	2317787	0	0	0
11	2317787	2325485	3	3	0
11	2325985	2334329	1	1	0
11	2334829	2335000	0	0	0
11	2335623	2790161	0	0	0
11	2790661	3023922	1	1	0
11	3024422	3378906	0	0	0
11	3379406	3393009	0	0	0
11	3393509	3422841	3	3	0
11	3423341	3793212	1	1	0
11	3793712	3803389	3	2	1
11	3803889	3877824	3	3	0
11	3878324	3989048	2	2	0
11	3989548	4076853	1		
11	4077353	4095271	3	3	0
11	4095771	4132226	6	5	1
11	4132726	4139775	2	2	0
11	4141032	4296220	1	1	0
11	4296220	4407069	3	3	0
11	4407427	4415012	2	2	0
11	4415512	4511253	0	0	0
11	4511753	4622093	1	1	0
11	4622164	4675885	3	2	1
11	4675886	4943939	0	0	0
11	4944439	5012740	2	2	0
11	5013180	5526663	1	1	0
11	5528510	5618252	3	3	0
11	5618271	5701544	3	3	0
11	5702044	5876400	0	0	0
11	5876900	5906605	2	2	0
11	5907105	5923368	3	3	0
11	5923868	6173242	0	0	0
11	6173245	6191746	1	1	0
11	6192246	6231962	6	6	0
11	6232164	6244870	7	7	0
11	6244871	6505909	3	3	0
11	6506409	6584378	2	2	0
11	6584382	6623431	5	5	0
11	6623436	6637801	7	7	0
11	6637878	6789797	3	2	1
11	6789969	6866361	3	3	0
11	6866861	6913883	1	1	0
11	6914383	7021918	2	2	0
11	7021921	7307196	3	3	0
11	7307196	7441923	1	1	0
11	7442423	7614557	6	6	0
11	7615057	7661074	2	2	0
11	7662055	7670536	5	5	0
11	7670566	7726253	2	2	0
11	7727756	8016232	1	1	0
11	8016237	8120538	1	1	0
11	8121924	8160879	6	6	0
11	8160882	8486355	2	2	0
11	8486855	8662873	3	3	0
11	8664571	8709611	2	2	0
11	8709612	8831559	3	3	0
11	8832059	8917500	8	8	0
11	8917500	8939579	6	6	0
11	8939584	8947687	1	1	0
11	8948514	8953967	3	3	0
11	8953983	9000762	2	2	0
11	9002100	9046127	3	3	0
11	9047044	9077690	3	3	0
11	9078190	9117145	1	1	0
11	9117645	9168787	2	1	1
11	9171618	9248465	3	3	0
11	9248465	9430229	2	2	0
11	9431387	9442303	2		
11	9442803	9449617	9		
11	9450117	9546243	1	1	0
11	9546743	9666252	2	2	0
11	9666252	9966751	3	3	0
11	9966751	10196159	2	2	0
11	10196159	10483204	6	6	0
11	10483208	10523212	2	2	0
11	10524258	10628392	6	6	0
11	10628892	10653671	2	2	0
11	10654171	10778448	3	3	0
11	10778948	10793284	3	3	0
11	10794017	11023319	3	3	0
11	11023319	11238169	2	2	0
11	11238169	11361802	2	2	0
11	11362302	11923770	2	2	0
11	11924270	11975932	6	6	0
11	11976432	12588619	2	2	0
11	12588619	12825217	3		
11	12825217	12945905	2	2	0
11	12946405	12960418	3	2	1
11	12960423	12987749	5	4	1
11	12987749	13192572	1	1	0
11	13192572	13397506	2	1	1
11	13398023	13484112	6	5	1
11	13484612	13517642	2	2	0
11	13517647	13651568	0	0	0
11	13651568	13728910	3	3	0
11	13729410	13748623	3	3	0
11	13749123	14062531	2	2	0
11	14063031	14265060	5	5	0
11	14265560	14303348	1	1	0
11	14303848	14501291	6	6	0
11	14502284	14520531	2	2	0
11	14521157	14531852	6	6	0
11	14532352	14540885	9	9	0
11	14541440	14685086	3	3	0
11	14685086	14899829	2	2	0
11	14900616	14947102	6	4	2
11	14947602	15153564	2	2	0
11	15153564	15268676	3	2	1
11	15269305	15593018	2		
11	15593018	16846989	3	3	0
11	16847489	17155822	2	2	0
11	17156322	17177252	3	3	0
11	17177752	17262449	3	2	1
11	17262449	17317768	1	1	0
11	17318268	17339295	0	0	0
11	17339795	17370971	1	1	0
11	17370974	17378502	5	4	1
11	17379002	17407919	3	2	1
11	17407922	17485309	2	2	0
11	17485809	17523571	1	1	0
11	17524071	17537244	3	3	0
11	17537744	17565247	3	3	0
11	17566551	17598266	3	3	0
11	17598316	17623243	1	1	0
11	17623743	17663558	2	1	1
11	17663680	17775808	1	1	0
11	17775808	17796142	3		
11	17796142	18101253	3	3	0
11	18101753	18114029	3	3	0
11	18114529	18158797	1	1	0
11	18158918	18209899	0	0	0
11	18210399	18232049	0	0	0
11	18232769	18252353	3		
11	18252853	18267113	3	3	0
11	18267424	18287910	3	3	0
11	18288410	18309669	1	1	0
11	18310169	18316880	2	2	0
11	18317503	18344307	3	3	0
11	18344807	18356687	1	1	0
11	18357187	18372617	1	1	0
11	18373117	18409432	3	3	0
11	18409932	18422376	0	0	0
11	18423143	18429741	0	0	0
11	18429882	18459509	2	2	0
11	18460009	18579933	2	2	0
11	18580433	18732429	3	3	0
11	18733424	18814273	3	3	0
11	18814773	19101216	1	1	0
11	19101216	19214101	3	3	0
11	19214601	19391738	3	3	0
11	19391738	19683023	3		
11	19683023	20099675	3	3	0
11	20100175	20388906	2	2	0
11	20388934	20473856	1	1	0
11	20474356	20602628	2	2	0
11	20602628	20652440	1	1	0
11	20652940	20699624	2	2	0
11	20700124	20948368	1	1	0
11	20948868	21212125	3	3	0
11	21212125	21323643	0	0	0
11	21323643	21411201	3	3	0
11	21411201	21596888	3	3	0
11	21596891	22051011	3		
11	22051011	22569121	3	2	1
11	22569121	22667824	2	2	0
11	22667824	22936633	6	6	0
11	22936633	23026545	2		
11	23026545	23188388	1		
11	23188388	23440822	0	0	0
11	23441322	24481561	1	1	0
11	24481561	24803134	3	3	0
11	24803134	24977268	1		
11	24977268	25342530	2	2	0
11	25342530	26275738	1		
11	26275738	26484700	2	2	0
11	26485200	26620563	6	6	0
11	26621064	26702664	2	2	0
11	26702667	26852488	6	6	0
11	26852488	27141381	2	2	0
11	27141881	27254746	1	1	0
11	27254746	27359589	0	0	0
11	27360392	27554449	6	6	0
11	27554449	27658561	2		
11	27658561	27695697	1	1	0
11	27695700	27723174	3	3	0
11	27723674	28023277	3	3	0
11	28023277	28200857	2	2	0
11	28200857	28462737	1	1	0
11	28462737	30256307	2	1	1
11	30256310	30352947	3	2	1
11	30354480	30407571	3	3	0
11	30407871	30946339	3	3	0
11	30946839	31442966	2	2	0
11	31443466	31484052	5	5	0
11	31484552	31805538	2	2	0
11	31807085	31834380	6	6	0
11	31834880	32408801	2	2	0
11	32409301	32450187	3	3	0
11	32450687	32624737	3	3	0
11	32624738	32798892	0	0	0
11	32798892	32956599	2	2	0
11	32956600	33038268	0	0	0
11	33038768	33106892	2	2	0
11	33107291	33358048	3	2	1
11	33358548	33720099	2	2	0
11	33720989	34055106	3	2	1
11	34055106	34111900	2	2	0
11	34112046	34133042	3	3	0
11	34133542	34140182	2	2	0
11	34140682	34192677	1	1	0
11	34193177	34460641	2	2	0
11	34461141	34526641	3	3	0
11	34527141	34645910	3	3	0
11	34646410	34678528	3	2	1
11	34679931	34884952	2	2	0
11	34884952	35197501	3	2	1
11	35198001	35231742	3	3	0
11	35232776	35273196	3	3	0
11	35273201	35327890	7	7	0
11	35328390	35547611	3	3	0
11	35548111	35727190	7	5	2
11	35727190	35827305	5		
11	35827805	36103335	2	2	0
11	36103835	36514241	6	6	0
11	36514741	36518899	2	2	0
11	36520137	36597500	1	1	0
11	36597505	36600346	3		
11	36600348	36766342	6	6	0
11	36766342	37148768	3		
11	37148768	37421929	0	0	0
11	37421929	37640458	3		
11	37640458	38277835	1		
11	38277835	38514575	0	0	0
11	38514575	38842369	1		
11	38842369	39060898	3		
11	39060898	39206584	0	0	0
11	39206584	39570800	0	0	0
11	39570800	40062490	0	0	0
11	40062490	40137975	2	2	0
11	40138475	40341296	6	6	0
11	40341796	40614603	1		
11	40614603	40901412	1		
11	40901412	40973950	3	3	0
11	40973950	41462347	6		
11	41462347	41518189	2		
11	41518189	42210284	1	1	0
11	42210784	42789005	2	2	0
11	42789005	43342970	1	1	0
11	43342975	43419065	2	2	0
11	43419490	43511103	5	5	0
11	43511603	43532884	2		
11	43532884	43852702	1	1	0
11	43853202	43911363	2	2	0
11	43911368	43941598	1	1	0
11	43941620	44081496	2	2	0
11	44081501	44102848	3	2	1
11	44103348	44135915	1	1	0
11	44136415	44193304	2	2	0
11	44193804	44281438	2	2	0
11	44281938	44288968	6	5	1
11	44288984	44786143	2	2	0
11	44786643	44959965	3	3	0
11	44960670	45246421	2	2	0
11	45246444	45273507	3	3	0
11	45274007	45344573	3	3	0
11	45344573	45671213	1		
11	45671264	45828053	3	3	0
11	45828553	45888577	1	1	0
11	45889077	45904608	2	2	0
11	45904610	45937499	1	1	0
11	45937535	45992922	2	2	0
11	45993422	46342117	3	3	0
11	46342140	46368786	1	1	0
11	46370022	46389042	2		
11	46389099	46395953	0	0	0
11	46395958	46429608	1	1	0
11	46430108	46567399	2		
11	46568624	46639560	6	6	0
11	46639741	46670881	1		
11	46671667	46678673	1		
11	46678675	46686958	3	3	0
11	46686963	46701835	3	3	0
11	46702043	46772123	2	2	0
11	46772586	46797277	0	0	0
11	46797777	46805000	3	3	0
11	46805987	46890886	3	3	0
11	46891386	46904923	3	3	0
11	46905423	46968945	1	1	0
11	46969445	47197465	2	2	0
11	47198062	47254562	3	3	0
11	47255062	47265085	2	2	0
11	47266227	47296720	6	5	1
11	47297329	47299914	1	1	0
11	47300478	47362962	1	1	0
11	47363534	47368740	3	3	0
11	47368914	47380081	6	6	0
11	47380116	47443525	2	2	0
11	47444025	47445826	1	1	0
11	47445833	47498992	2	2	0
11	47500417	47522524	3	3	0
11	47523024	47647236	3	3	0
11	47647241	47713840	0	0	0
11	47714340	47752454	3	3	0
11	47752954	47833086	0	0	0
11	47833586	47843784	3	3	0
11	47844284	47869913	0	0	0
11	47869964	47982866	3		
11	47982866	48134575	3	3	0
11	48135075	48149548	2	2	0
11	48151978	48170312	1	1	0
11	48170812	48286317	0	0	0
11	48286320	48469990	1	1	0
11	48469990	48969338	0	0	0
11	48969838	48998676	1	1	0
11	48999648	49056829	2	2	0
11	49057820	49079842	1	1	0
11	49080185	49175560	2	1	1
11	49175826	49329002	6	6	0
11	49329502	49855018	3	3	0
11	49855518	49897808	1	1	0
11	49897909	50236063	0	0	0
11	50236063	51412171	1	1	0
11	51412346	51574464	0	0	0
11	54694705	55229128	0	0	0
11	55229128	55339051	0	0	0
11	55339551	55370291	0	0	0
11	55370791	55432089	10	8	2
11	55432589	55469582	0	0	0
11	55469582	55563733	0	0	0
11	55563737	55586494	0	0	0
11	55586994	55648453	0	0	0
11	55648953	55736010	3	3	0
11	55736510	55871967	1	1	0
11	55872467	56058652	0	0	0
11	56059152	56258968	0	0	0
11	56259468	56409180	0	0	0
11	56409183	56511442	0	0	0
11	56511942	56954178	3	3	0
11	56954678	57079389	3	3	0
11	57079889	57093982	8	8	0
11	57094225	57097941	3	3	0
11	57098218	57114141	2	2	0
11	57114469	57256527	3	3	0
11	57256729	57295480	3	3	0
11	57295980	57427176	6	5	1
11	57427181	57465422	2	2	0
11	57465922	57564070	3	3	0
11	57564073	57583580	2	2	0
11	57583606	57586765	7		
11	57586770	57649993	2		
11	57649993	58207383	1	1	0
11	58207462	58316808	3	3	0
11	58317308	58480364	5	5	0
11	58482673	58607212	2	1	1
11	58607712	58722829	3	3	0
11	58722972	58877140	2	2	0
11	58877640	58980484	3	2	1
11	58980984	59210014	2	2	0
11	59210514	59341397	1	1	0
11	59341897	59349098	3	3	0
11	59349598	59424019	3	3	0
11	59424022	59434519	2		
11	59437019	59554638	2	2	0
11	59556264	59603434	2	2	0
11	59604670	59666432	3	3	0
11	59666932	59838172	2	2	0
11	59838177	59939721	1	1	0
11	59939742	59946375	3	3	0
11	59946983	60050184	6	6	0
11	60050684	60146054	1	1	0
11	60146058	60268712	3	3	0
11	60269393	60274647	3		
11	60274650	60506688	1	1	0
11	60507188	60530589	0	0	0
11	60531089	60552269	6	6	0
11	60552769	60614390	2	2	0
11	60614890	60618891	6	6	0
11	60618894	60666875	2	2	0
11	60668036	60690623	3	3	0
11	60690624	60784437	2	2	0
11	60784937	60901777	3	3	0
11	60902277	61015916	15	15	0
11	61017055	61018313	0	0	0
11	61018695	61026040	2		
11	61026044	61044150	1	1	0
11	61044650	61075959	2	2	0
11	61076459	61090391	1	1	0
11	61090519	61105549	2	2	0
11	61106356	61185990	3	3	0
11	61185994	61197745	3	3	0
11	61198245	61282939	1	1	0
11	61283002	61505769	2	2	0
11	61506959	61548271	1	1	0
11	61548473	61563355	2	1	1
11	61563436	61573491	2	2	0
11	61573817	61607826	2	2	0
11	61607829	61631609	1	1	0
11	61632597	61665609	3	3	0
11	61665613	61675313	1	1	0
11	61675474	61702519	3	2	1
11	61702519	61733082	3	3	0
11	61734431	61890907	2	2	0
11	61891407	62183495	1	1	0
11	62183995	62283865	2	2	0
11	62283892	62288085	0	0	0
11	62288168	62298210	0	0	0
11	62298294	62301253	1	1	0
11	62301258	62304114	1		
11	62304614	62361468	3	3	0
11	62361471	62372842	8	6	2
11	62373101	62401928	3	3	0
11	62402315	62415041	2	2	0
11	62415043	62538251	3	3	0
11	62538751	62559436	2	2	0
11	62559592	62648894	3	3	0
11	62648904	62745032	3	2	1
11	62745532	62752165	6	6	0
11	62752195	62766474	2	2	0
11	62766478	62782603	1	1	0
11	62783147	62901642	0	0	0
11	62902142	63329512	1	1	0
11	63330012	63403098	2	2	0
11	63403682	63448382	3	3	0
11	63448882	63516812	3	3	0
11	63517312	63581310	1	1	0
11	63581810	63589439	0	0	0
11	63589939	63682429	6	6	0
11	63682547	63712727	0	0	0
11	63713227	63967635	1	1	0
11	63967713	63993195	2	2	0
11	63993252	64021271	5	5	0
11	64021771	64024253	3	3	0
11	64024753	64033898	1	1	0
11	64033899	64089067	2	2	0
11	64089143	64359289	1	1	0
11	64359379	64397407	2	2	0
11	64397907	64415003	1	1	0
11	64415503	64427362	3	3	0
11	64427862	64497807	3	3	0
11	64498307	64524713	2	2	0
11	64525213	64575282	3	3	0
11	64575423	64591910	6	6	0
11	64591930	64595302	1	1	0
11	64595802	64596437	0	0	0
11	64596937	64603313	0	0	0
11	64603608	64607102	0	0	0
11	64607623	64618615	3	3	0
11	64619115	64627811	3	2	1
11	64628311	64658087	3	3	0
11	64658587	64670880	1	1	0
11	64670891	64671188	0	0	0
11	64671688	64678981	0	0	0
11	64679124	64701657	3	3	0
11	64701662	64707246	1	1	0
11	64707939	64789697	2	2	0
11	64790197	64814204	3	3	0
11	64814948	64854545	2	2	0
11	64854743	64879688	2	2	0
11	64880747	64892110	2	2	0
11	64892911	64896211	6		
11	64897218	64940055	2	2	0
11	64940060	64950497	6	5	1
11	64950547	64954775	2	2	0
11	64955386	64980694	1	1	0
11	64981194	65033984	3	3	0
11	65033986	65072928	1	1	0
11	65073428	65124177	3	3	0
11	65124177	65147062	3	3	0
11	65147217	65153529	3	3	0
11	65154360	65161518	2	2	0
11	65161523	65161643	0	0	0
11	65162443	65177995	0	0	0
11	65178495	65180847	3	3	0
11	65180902	65211323	1		
11	65211823	65233813	2	1	1
11	65234313	65272141	8	8	0
11	65272141	65294207	3	3	0
11	65294227	65306544	2	2	0
11	65308300	65358189	3	3	0
11	65358863	65361407	3	3	0
11	65362823	65377783	1	1	0
11	65378283	65388000	3	3	0
11	65388237	65418007	1	1	0
11	65418010	65427745	3	3	0
11	65428934	65481474	3	3	0
11	65481965	65487520	3	3	0
11	65487524	65544455	1	1	0
11	65544543	65545070	5		
11	65545099	65582909	0	0	0
11	65582909	65618388	1	1	0
11	65618471	65620463	1		
11	65620580	65637580	3	2	1
11	65637585	65654045	2	2	0
11	65654917	65684896	3	3	0
11	65684968	65689062	2	2	0
11	65689562	65744243	1	1	0
11	65744276	65763522	0	0	0
11	65764022	65785785	6	6	0
11	65786285	65790509	2	2	0
11	65791009	65792102	2		
11	65792602	65813124	1	1	0
11	65813624	65835045	5	5	0
11	65835394	65977933	2	2	0
11	65978496	66011430	1	1	0
11	66011432	66026478	3	3	0
11	66026978	66031944	1	1	0
11	66032524	66039519	6	6	0
11	66039687	66044318	0	0	0
11	66044871	66064148	3	3	0
11	66064648	66106130	1	1	0
11	66106133	66115573	2	2	0
11	66116073	66192807	1	1	0
11	66193335	66233691	2	2	0
11	66235565	66299891	1	1	0
11	66299891	66325298	2	2	0
11	66325382	66360082	2	1	1
11	66360082	66373281	2	2	0
11	66373320	66406754	3	2	1
11	66406758	66454593	2	2	0
11	66454703	66541077	0	0	0
11	66541077	66605231	3		
11	66605731	66639694	0	0	0
11	66640194	66816894	2	2	0
11	66816899	66927752	6	6	0
11	66927752	67022393	2	2	0
11	67022397	67072448	1	1	0
11	67072948	67077015	1	1	0
11	67077215	67099519	6		
11	67099519	67163860	7	7	0
11	67164608	67182589	6	6	0
11	67183560	67193094	3	3	0
11	67193594	67223286	1	1	0
11	67223576	67254021	3	3	0
11	67254521	67285837	1	1	0
11	67286337	67371994	2	2	0
11	67371997	67418209	1	1	0
11	67418709	67490763	0	0	0
11	67491263	67809416	1	1	0
11	67810141	67820644	0	0	0
11	67820648	67932231	1	1	0
11	67933132	68029999	2	2	0
11	68030004	68206387	1	1	0
11	68207436	68286464	3	3	0
11	68286964	68318778	3	3	0
11	68319278	68377163	2	2	0
11	68377379	68517149	1	1	0
11	68519563	68566864	0	0	0
11	68567364	68986693	1	1	0
11	68986693	69331429	2	2	0
11	69331429	69471469	1	1	0
11	69471933	69536786	3	3	0
11	69536786	70251426	1	1	0
11	70251427	70276683	0	0	0
11	70277183	70507836	1	1	0
11	70508336	70753240	0	0	0
11	70753740	71175228	0	0	0
11	71175728	71276652	0	0	0
11	71276743	71509987	1	1	0
11	71510487	71628825	2	2	0
11	71629958	71716515	5	5	0
11	71717107	71730100	2	2	0
11	71730534	71846204	5	5	0
11	71846704	71927836	2	2	0
11	71927847	71950694	3	3	0
11	71952136	72004658	3	3	0
11	72004859	72028286	1		
11	72028786	72083354	3	3	0
11	72083854	72141712	3		
11	72142212	72282263	3	3	0
11	72282763	72307712	3	3	0
11	72308558	72418557	2	2	0
11	72419057	72554218	3	3	0
11	72554219	72579072	3		
11	72579572	72767869	0	0	0
11	72767869	72980428	3	3	0
11	72980928	73022764	3	2	1
11	73022769	73063821	2	2	0
11	73063834	73075618	1	1	0
11	73076259	73078999	2	2	0
11	73079003	73367002	6	6	0
11	73367502	73429820	2	2	0
11	73429867	73500556	3	3	0
11	73501056	73518734	3	3	0
11	73519234	73571000	1	1	0
11	73571005	73589959	2	2	0
11	73590459	73635130	1	1	0
11	73635630	73668735	1		
11	73669235	73717276	5	5	0
11	73717281	73785383	2	2	0
11	73785385	73850875	3	3	0
11	73851375	73987413	2	2	0
11	73987913	74054098	3	3	0
11	74054365	74082097	3	3	0
11	74082719	74167508	1	1	0
11	74167511	74208180	3	3	0
11	74208261	74550024	3	3	0
11	74550024	74555341	3	2	1
11	74556172	74631662	0	0	0
11	74632162	74641552	3		
11	74642052	74704927	6	4	2
11	74705427	74718756	2	2	0
11	74719256	74876250	1	1	0
11	74876750	74899477	2	1	1
11	74899977	74991463	6	6	0
11	74991963	75001111	2	2	0
11	75001611	75045489	6	4	2
11	75045989	75112865	2	2	0
11	75113145	75138993	2	2	0
11	75139493	75167790	2	2	0
11	75167793	75298621	3	3	0
11	75298789	75377950	3	2	1
11	75378793	75431235	0	0	0
11	75431735	75590378	2	2	0
11	75590878	75690545	2		
11	75691045	75723432	1	1	0
11	75723932	75848498	3		
11	75848998	76171184	2	2	0
11	76171684	76261050	3	3	0
11	76261051	76399602	2	2	0
11	76400102	76429068	1	1	0
11	76430596	76598964	3	3	0
11	76598964	76826601	1	1	0
11	76827171	76834872	2	1	1
11	76834896	76852847	3	3	0
11	76853347	76868432	3	2	1
11	76869316	76907965	1	1	0
11	76908465	76918527	0	0	0
11	76919406	76944338	1	1	0
11	76944838	76978938	2	2	0
11	76979438	77034226	3	3	0
11	77034227	77035673	0	0	0
11	77036173	77163938	3	3	0
11	77163938	77326707	2	2	0
11	77326708	77370567	6	6	0
11	77371067	77376793	2	2	0
11	77376812	77401637	0	0	0
11	77402137	77411301	6	6	0
11	77411801	77475783	3	3	0
11	77476283	77595808	2	1	1
11	77596308	77630087	3	3	0
11	77630587	77649306	2	2	0
11	77649806	77674603	2	2	0
11	77675103	77774406	3	3	0
11	77774906	77815512	1	1	0
11	77816012	77921959	2	2	0
11	77922459	78146526	3	2	1
11	78147026	78270729	2	2	0
11	78271229	78363355	3	2	1
11	78363855	78368888	6	6	0
11	78368891	78413572	1	1	0
11	78414072	78440676	2		
11	78441176	78523426	3	3	0
11	78525301	78601266	6	5	1
11	78602244	78876892	1	1	0
11	78876892	79206660	2	2	0
11	79206660	79696461	1		
11	79696461	80403952	2	2	0
11	80403952	80657923	5		
11	80657923	80766767	2		
11	80766767	81129583	1	1	0
11	81129583	81329132	2	2	0
11	81329132	81510540	3		
11	81510540	81675473	2	1	1
11	81675473	82150300	1		
11	82150300	82332926	3		
11	82332926	82550429	3	3	0
11	82550929	82624185	8	5	3
11	82625707	82645612	6	5	1
11	82646235	82688753	1	1	0
11	82688757	82800288	6	6	0
11	82800288	82877750	8	8	0
11	82878145	82888867	3		
11	82889367	82898068	1	1	0
11	82898375	82946915	1	1	0
11	82947415	82959293	6	6	0
11	82959353	82968315	3	3	0
11	82968320	82977120	2	1	1
11	82977620	83165556	1	1	0
11	83166056	83169122	1	1	0
11	83169125	83220530	3	3	0
11	83220530	83435276	2	2	0
11	83435776	83711634	3	3	0
11	83711634	84064897	2	2	0
11	84064897	84283362	1		
11	84283362	84995702	2	2	0
11	84996202	85290834	1		
11	85290834	85374966	3	3	0
11	85374966	85407467	3	3	0
11	85408976	85430153	7	7	0
11	85430154	85741999	3	3	0
11	85742499	85968679	9	9	0
11	85969179	85981242	1	1	0
11	85981742	85989667	6		
11	85989672	86096493	1	1	0
11	86096993	86152500	3	2	1
11	86153771	86159550	2	2	0
11	86160887	86208493	3	3	0
11	86208993	86345314	2	2	0
11	86345314	86551625	2	2	0
11	86551625	86728006	3	3	0
11	86728006	86801846	2	2	0
11	86802346	86947740	1	1	0
11	86947745	87162199	2	2	0
11	87162199	87579117	1	1	0
11	87579117	87846795	2	2	0
11	87846801	88370109	3	3	0
11	88370109	88546973	3		
11	88546973	89173257	1	1	0
11	89173757	89391358	3	3	0
11	89391858	89442998	1	1	0
11	89443498	89447659	2	2	0
11	89448294	89596070	3	3	0
11	89596570	89650196	2	2	0
11	89650471	89768605	6	6	0
11	89768649	89771151	3	3	0
11	89771913	89774684	1	1	0
11	89775184	89790303	0	0	0
11	89790803	89867181	0	0	0
11	89867681	89883814	7	6	1
11	89885496	89939337	2	2	0
11	89939415	89956357	6	5	1
11	89956358	90344639	2	1	1
11	90344639	91261427	1	1	0
11	91261427	91599807	3	3	0
11	91599807	92473378	1	1	0
11	92473378	92533841	2	2	0
11	92533842	92629460	1	1	0
11	92629960	92771473	0	0	0
11	92771473	93097549	1	1	0
11	93098049	93435086	2	2	0
11	93435586	93459002	1	1	0
11	93460094	93487256	3	3	0
11	93488176	93569033	1	1	0
11	93569033	93808492	3	3	0
11	93808992	94188658	1	1	0
11	94189158	94192991	0	0	0
11	94194114	94201102	6	4	2
11	94203676	94213064	8	6	2
11	94213564	94226943	5	5	0
11	94226947	94265126	2	2	0
11	94265626	94309941	3	3	0
11	94310441	94461584	2	2	0
11	94462084	94564773	1	1	0
11	94565273	94730770	3	3	0
11	94730774	94862960	1	1	0
11	94862960	94899674	3	3	0
11	94899674	95021611	3	3	0
11	95021611	95555248	2	2	0
11	95555264	95692156	3	2	1
11	95692156	95825198	3	3	0
11	95825412	96119523	6	6	0
11	96120703	96180323	2	2	0
11	96180323	97946386	1	1	0
11	97946386	98291660	0	0	0
11	98291660	98455211	0	0	0
11	98455211	98800485	0	0	0
11	98800485	100094848	1	1	0
11	100095348	100226288	2	2	0
11	100226788	100599891	1	1	0
11	100599891	100791794	1	1	0
11	100792915	100908863	2	2	0
11	100908863	100920182	5	3	2
11	100920682	101706945	1	1	0
11	101706945	101773468	6	6	0
11	101775468	101857005	3	3	0
11	101857505	101870203	3	3	0
11	101870250	102032618	1	1	0
11	102033118	102079609	3		
11	102080109	102198926	3	3	0
11	102199612	102209300	3	2	1
11	102209554	102268399	1	1	0
11	102268401	102295942	1	1	0
11	102295942	102369638	6	6	0
11	102370138	102480716	2	2	0
11	102480717	102554005	1	1	0
11	102554012	102564791	3		
11	102565619	102583481	3	3	0
11	102583486	102640686	2	2	0
11	102641186	102733251	3	3	0
11	102733751	102741778	3	3	0
11	102742278	102862152	1	1	0
11	102862152	102953610	3		
11	102953944	102999816	3		
11	103000316	103073865	3	3	0
11	103074365	103111720	0	0	0
11	103112220	103194774	3	3	0
11	103195274	103480232	1	1	0
11	103480232	103627834	3	3	0
11	103627834	103834753	3	3	0
11	103834753	104034786	2	1	1
11	104034789	104358708	1	1	0
11	104358708	104629570	0	0	0
11	104629570	104760588	0	0	0
11	104761088	104896773	2	2	0
11	104896826	105065206	3	3	0
11	105065206	105836866	2	2	0
11	105842720	105988211	3	3	0
11	105988211	106134009	2		
11	106134009	106426865	1	1	0
11	106426865	106554629	1		
11	106555129	106807496	1	1	0
11	106807996	106872694	3	3	0
11	106872694	107260209	0	0	0
11	107260709	107351010	3	3	0
11	107351010	107403212	1	1	0
11	107403712	107488323	2	2	0
11	107488823	107521185	1	1	0
11	107522166	107578887	2	2	0
11	107579387	107681819	6	6	0
11	107682319	107729493	1	1	0
11	107729499	108057335	1	1	0
11	108058782	108068688	2	2	0
11	108068777	108117226	3	3	0
11	108117726	108122703	2	2	0
11	108123516	108137294	2	1	1
11	108137794	108138062	0	0	0
11	108139153	108163525	0	0	0
11	108164033	108175636	0	0	0
11	108176136	108182578	2		
11	108183078	108204697	3	3	0
11	108205652	108216686	6		
11	108217914	108337595	0	0	0
11	108338095	108398265	3	3	0
11	108398765	108613686	1	1	0
11	108613686	108712284	1	1	0
11	108712784	108789818	6	6	0
11	108789823	108811644	2	2	0
11	108812144	109070744	1		
11	109070744	109292402	3		
11	109292902	110117840	1	1	0
11	110119111	110243443	2	2	0
11	110243443	110453224	1	1	0
11	110454219	110769268	2	2	0
11	110769268	111166140	1	1	0
11	111166445	111169432	6	5	1
11	111170328	111229668	3	3	0
11	111230512	111404773	2	2	0
11	111405119	111425470	3	3	0
11	111425842	111486442	3	3	0
11	111486942	111592661	1	1	0
11	111593241	111634940	2	2	0
11	111635440	111724258	5	5	0
11	111724331	111784386	2	2	0
11	111784387	111848773	3	3	0
11	111849273	111856120	1	1	0
11	111857452	111938010	1	1	0
11	111938510	111954999	2	2	0
11	111955002	112018789	1	1	0
11	112019289	112025844	0	0	0
11	112026344	112072913	6	6	0
11	112073413	112095105	2	2	0
11	112096983	113074305	1	1	0
11	113074805	113092130	2	2	0
11	113092630	113131201	2	2	0
11	113131701	113205125	2	2	0
11	113205625	113254307	1	1	0
11	113254807	113287696	2	2	0
11	113288759	113364112	1	1	0
